Ward,Address,Height,Diameter,Age Class,Species
"Hendon(A)
",Ashmole School,3,55,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,3,55,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,3,55,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,12.5,70,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,12.5,85,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,7.5,70,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,7.5,70,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,12.5,70,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,12.5,70,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,7.5,55,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,7.5,85,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,3,70,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,7.5,115,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,3,55,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,7.5,55,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,7.5,85,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,7.5,85,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,7.5,55,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,3,35,Mature,"Pinussylvestris
"
"Hendon(A)
",Ashmole School,3,7,Young,"Magnoliagrandiflora
"
"Hendon(A)
",Ashmole School,3,10,Early,"Magnoliagrandiflora
"
"Hendon(A)
",Ashmole School,3,7,Young,"Magnoliagrandiflora
"
"Hendon(A)
",Ashmole School,3,7,Young,"Magnoliagrandiflora
"
"Hendon(A)
",Ashmole School,3,10,Early,"Magnoliagrandiflora
"
"Hendon(A)
",Ashmole School,3,5,Young,"Parrotiapersica
"
"Hendon(A)
",Ashmole School,3,5,Young,"Parrotiapersica
"
"Hendon(A)
",Ashmole School,7.5,100,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,12.5,85,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,12.5,85,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,7.5,45,Mature,"Castaneasativa
"
"Hendon(A)
",Ashmole School,7.5,55,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,12.5,70,Mature,"AesculushippocastanumDigitata
"
"Hendon(A)
",Ashmole School,17.5,70,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,22.5,130,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,12.5,85,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,7.5,55,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,22.5,100,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,3,55,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,3,55,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,3,70,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,3,70,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,7.5,85,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,7.5,85,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,3,25,Mature,"Carpinusbetulus
"
"Hendon(A)
",Ashmole School,3,25,Mature,"Carpinusbetulus
"
"Hendon(A)
",Ashmole School,3,25,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,7.5,70,Mature,"AesculushippocastanumDigitata
"
"Hendon(A)
",Ashmole School,3,55,Mature,"Acerpsuedoplatanus
"
"Hendon(A)
",Ashmole School,3,70,Mature,"AesculushippocastanumDigitata
"
"Hendon(A)
",Ashmole School,3,70,Mature,"AesculushippocastanumDigitata
"
"Hendon(A)
",Ashmole School,3,70,Mature,"AesculushippocastanumDigitata
"
"Hendon(A)
",Ashmole School,7.5,70,Mature,"AesculushippocastanumDigitata
"
"Hendon(A)
",Ashmole School,3,7,Young,"PrunusxsubhirtellaAutumnalis
"
"Hendon(A)
",Ashmole School,7.5,35,Mature,"Carpinusbetulus
"
"Hendon(A)
",Ashmole School,7.5,70,Mature,"Fagussylvatica
"
"Hendon(A)
",Ashmole School,7.5,45,Mature,"Quercusrobur
"
"Hendon(A)
",Ashmole School,7.5,35,Mature,"Quercusrobur
"
"Hendon(A)
",Ashmole School,7.5,45,Mature,"Quercusrobur
"
"Hendon(A)
",Ashmole School,7.5,85,Mature,"Quercusrobur
"
"Hendon(A)
",Ashmole School,3,35,Mature,"Carpinusbetulus
"
"Hendon(A)
",Ashmole School,3,20,Early Mature,"Larixdecidua
"
"Hendon(A)
",Ashmole School,7.5,20,Semi-Mature,"Larixdecidua
"
"Hendon(A)
",Ashmole School,7.5,25,Semi-Mature,"Larixdecidua
"
"Hendon(A)
",Ashmole School,7.5,45,Mature,"Tiliasp.
"
"Hendon(A)
",Ashmole School,7.5,55,Mature,"Acerplatanoides
"
"Hendon(A)
",Ashmole School,7.5,55,Mature,"OtherBroadleaf
"
"Hendon(A)
",Ashmole School,12.5,85,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,7.5,35,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,3,35,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,7.5,70,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,7.5,55,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,3,55,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,3,45,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,7.5,55,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,7.5,70,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,3,85,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,3,55,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,7.5,70,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,7.5,45,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,7.5,55,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,7.5,55,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,7.5,70,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,3,55,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,3,85,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,7.5,85,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,7.5,45,Mature,"Quercussp.
"
"Hendon(A)
",Ashmole School,7.5,45,Mature,"AesculushippocastanumDigitata
"
"Hendon(A)
",Ashmole School,7.5,85,Mature,"Quercusrobur
"
"Hendon(A)
",Ashmole School,3,1,Young,"Acersp.
"
"Hendon(A)
",Ashmole School,3,5,Young,"Acerplatanoides
"
"Hendon(A)
",Ashmole School,7.5,45,Mature,"Quercussp.
"
"Hendon(A)
",Brunswick Park School,3,20,Early Mature,"Prunussp.
"
"Hendon(A)
",Brunswick Park School,3,10,Early Mature,"Prunussp.
"
"Hendon(A)
",Brunswick Park School,3,10,Early Mature,"Prunussp.
"
"Hendon(A)
",Brunswick Park School,3,10,Early Mature,"Prunussp.
"
"Hendon(A)
",Brunswick Park School,3,10,Early Mature,"Prunussp.
"
"Hendon(A)
",Brunswick Park School,7.5,10,Early Mature,"Prunussp.
"
"Hendon(A)
",Brunswick Park School,3,45,Mature,"Prunussp.
"
"Hendon(A)
",Brunswick Park School,3,25,Early Mature,"Betulasp.
"
"Hendon(A)
",Brunswick Park School,3,25,Semi-Mature,"Sorbusintermedia
"
"Hendon(A)
",Brunswick Park School,7.5,35,Mature,"Malussp.
"
"Hendon(A)
",Brunswick Park School,3,15,Mature,"Malussp.
"
"Hendon(A)
",Brunswick Park School,3,25,Early Mature,"Fraxinusexcelsior
"
"Hendon(A)
",Brunswick Park School,3,10,Early Mature,"Quercusrobur
"
"Hendon(A)
",Brunswick Park School,3,5,Young,"PrunusxsubhirtellaAutumnalis
"
"Hendon(A)
",Brunswick Park School,3,15,Early Mature,"Prunussp.
"
"Hendon(A)
",Brunswick Park School,3,5,Young,"SorbusaucupariaAsplenifolia
"
"Hendon(A)
",Brunswick Park School,3,5,Young,"SorbusaucupariaAsplenifolia
"
"Hendon(A)
",Brunswick Park School,3,15,Early Mature,"Prunussp.
"
"Hendon(A)
",Brunswick Park School,7.5,25,Early Mature,"Alnusincana
"
"Hendon(A)
",Brunswick Park School,3,20,Early Mature,"Prunussp.
"
"Hendon(A)
",Church Hill Junior,3,25,Mature,"Acerpsuedoplatanus
"
"Hendon(A)
",Church Hill Junior,12.5,55,Mature,"Aesculusxcarnea
"
"Hendon(A)
",Church Hill Junior,12.5,55,Mature,"Aesculusxcarnea
"
"Hendon(A)
",Church Hill Junior,12.5,55,Mature,"Aesculusxcarnea
"
"Hendon(A)
",Church Hill Junior,12.5,55,Mature,"Aesculusxcarnea
"
"Hendon(A)
",Church Hill Junior,7.5,45,Mature,"Aesculusxcarnea
"
"Hendon(A)
",Church Hill Junior,7.5,35,Semi-Mature,"Salixcaprea
"
"Hendon(A)
",Church Hill Junior,3,35,Semi-Mature,"OtherBroadleaf
"
"Hendon(A)
",Church Hill Junior,3,20,Semi-Mature,"OtherBroadleaf
"
"Hendon(A)
",Church Hill Junior,3,5,Young,"Malussp.
"
"Hendon(A)
",Church Hill Junior,3,5,Young,"Malussp.
"
"Hendon(A)
",Church Hill Junior,3,25,Semi-Mature,"Cedrusdeodara
"
"Hendon(A)
",Church Hill Junior,7.5,35,Mature,"Prunussp.
"
"Hendon(A)
",Church Hill Junior,7.5,35,Mature,"Prunussp.
"
"Hendon(A)
",Church Hill Junior,7.5,35,Mature,"Prunussp.
"
"Hendon(A)
",Church Hill Junior,3,7,Young,"Prunussp.
"
"Hendon(A)
",Church Hill Junior,3,10,Early,"Betulasp.
"
"Hendon(A)
",Church Hill Junior,3,10,Early Mature,"SorbusaucupariaAsplenifolia
"
"Hendon(A)
",Church Hill Junior,3,7,Young,"Betulasp.
"
"Hendon(A)
",Church Hill Junior,7.5,70,Mature,"Populusnigra
"
"Hendon(A)
",Church Hill Junior,3,7,Young,"Betulasp.
"
"Hendon(A)
",Church Hill Junior,3,20,Semi-Mature,"Acerpsuedoplatanus
"
"Hendon(A)
",Church Hill Junior,12.5,70,Mature,"Aesculusxcarnea
"
"Hendon(A)
",Church Hill Junior,7.5,35,Mature,"Acerpsuedoplatanus
"
"Hendon(A)
",Church Hill Junior,3,7,Young,"Pinussylvestris
"
"Hendon(A)
",Church Hill Junior,12.5,45,Mature,"Fraxinusexcelsior
"
"Hendon(A)
",Church Hill Junior,12.5,55,Mature,"Fraxinusexcelsior
"
"Hendon(A)
",Church Hill Junior,7.5,35,Mature,"Malussp.
"
"Hendon(A)
",Hampden Nursery Sch',7.5,35,Over-Mature,"Crataegusmonogyna
"
"Hendon(A)
",Hampden Nursery Sch',7.5,35,Mature,"Malussp.
"
"Hendon(A)
",Hampden Nursery Sch',3,25,Semi-Mature,"Malussp.
"
"Hendon(A)
",Hampden Nursery Sch',3,20,Early Mature,"Betulaermanii
"
"Hendon(A)
",Hampden Nursery Sch',3,15,Early Mature,"Crataegusmonogyna
"
"Hendon(A)
",Hampden Nursery Sch',3,15,Early Mature,"SambucusNigra
"
"Hendon(A)
",Hampden Nursery Sch',3,5,Young,"Prunussp.
"
"Hendon(A)
",Monkfrith Jmi School,7.5,55,Mature,"Quercussp.
"
"Hendon(A)
",Monkfrith Jmi School,7.5,35,Semi-Mature,"Quercussp.
"
"Hendon(A)
",Monkfrith Jmi School,7.5,25,Semi-Mature,"Quercussp.
"
"Hendon(A)
",Monkfrith Jmi School,7.5,25,Semi-Mature,"Quercussp.
"
"Hendon(A)
",Monkfrith Jmi School,7.5,15,Semi-Mature,"Quercussp.
"
"Hendon(A)
",Monkfrith Jmi School,7.5,35,Semi-Mature,"Quercussp.
"
"Hendon(A)
",Monkfrith Jmi School,3,25,Semi-Mature,"Malussp.
"
"Hendon(A)
",Monkfrith Jmi School,7.5,35,Mature,"Pinussylvestris
"
"Hendon(A)
",Monkfrith Jmi School,7.5,45,Mature,"Quercusrobur
"
"Hendon(A)
",Monkfrith Jmi School,7.5,45,Mature,"Quercusrobur
"
"Hendon(A)
",Monkfrith Jmi School,3,10,Semi-Mature,"Pinussylvestris
"
"Hendon(A)
",Monkfrith Jmi School,7.5,100,Mature,"Salixsp.
"
"Hendon(A)
",Monkfrith Jmi School,7.5,100,Mature,"Salixsp.
"
"Hendon(A)
",Monkfrith Jmi School,7.5,100,Mature,"Salixsp.
"
"Hendon(A)
",Monkfrith Jmi School,3,25,Early Mature,"Quercusrobur
"
"Hendon(A)
",Monkfrith Jmi School,7.5,85,Mature,"Salixsp.
"
"Hendon(A)
",Monkfrith Jmi School,7.5,100,Mature,"Salixsp.
"
"Hendon(A)
",Monkfrith Jmi School,7.5,25,Semi-Mature,"Quercusrobur
"
"Hendon(A)
",Monkfrith Jmi School,7.5,70,Mature,"Quercusrobur
"
"Hendon(A)
",Monkfrith Jmi School,12.5,55,Mature,"Quercusrobur
"
"Hendon(A)
",Monkfrith Jmi School,12.5,55,Mature,"Quercusrobur
"
"Hendon(A)
",Monkfrith Jmi School,7.5,45,Mature,"
"
"Hendon(A)
",Monkfrith Jmi School,12.5,70,Mature,"Quercusrobur
"
"Hendon(A)
",Monkfrith Jmi School,7.5,55,Mature,"Salixsp.
"
"Hendon(A)
",Monkfrith Jmi School,7.5,85,Mature,"Salixsp.
"
"Hendon(A)
",Monkfrith Jmi School,7.5,85,Mature,"Salixsp.
"
"Hendon(A)
",Monkfrith Jmi School,3,10,Early,"Betulasp.
"
"Hendon(A)
",Monkfrith Jmi School,3,5,Young,"Betulasp.
"
"Hendon(A)
",Monkfrith Jmi School,3,5,Young,"Betulasp.
"
"Hendon(A)
",Monkfrith Jmi School,7.5,45,Mature,"Acercampestre
"
"Hendon(A)
",Monkfrith Jmi School,3,7,Young,"BetulautilisJacquemontii
"
"Hendon(A)
",Monkfrith Jmi School,3,7,Young,"Prunussp.
"
"Hendon(A)
",Monkfrith Jmi School,3,10,Early Mature,"Prunussp.
"
"Hendon(A)
",Monkfrith Jmi School,3,7,Young,"AmelanchierarboreaRobinHill
"
"Hendon(A)
",Monkfrith Jmi School,3,7,Young,"AmelanchierarboreaRobinHill
"
"Hendon(A)
",Monkfrith Jmi School,3,7,Young,"AmelanchierarboreaRobinHill
"
"Hendon(A)
",Monkfrith Jmi School,7.5,45,Mature,"Fraxinusexcelsior
"
"Hendon(A)
",Monkfrith Jmi School,7.5,55,Mature,"Fraxinusexcelsior
"
"Hendon(A)
",Monkfrith Jmi School,7.5,55,Mature,"Quercussp.
"
"Hendon(A)
",Monkfrith Jmi School,7.5,55,Mature,"Quercussp.
"
"Hendon(A)
",Monkfrith Jmi School,7.5,85,Mature,"Quercussp.
"
"Hendon(A)
",Monkfrith Jmi School,7.5,45,Mature,"Quercussp.
"
"Hendon(A)
",Monkfrith Jmi School,7.5,55,Mature,"Quercussp.
"
"Hendon(A)
",Monkfrith Jmi School,7.5,85,Mature,"Quercussp.
"
"Hendon(A)
",Monkfrith Jmi School,7.5,55,Mature,"Quercussp.
"
"Hendon(A)
",Oak Hill Campus,7.5,45,Mature,"SorbusintermediaBrowers
"
"Hendon(A)
",Oak Hill Campus,7.5,35,Mature,"Crataegusmonogyna
"
"Hendon(A)
",Oak Hill Campus,3,5,Young,"Piceaabies
"
"Hendon(A)
",Osidge J. M. School,7.5,35,Mature,"Abiesgrandis
"
"Hendon(A)
",Osidge J. M. School,3,25,Semi-Mature,"Betulapendula
"
"Hendon(A)
",Osidge J. M. School,12.5,55,Mature,"Carpinusbetulus
"
"Hendon(A)
",Osidge Jmi School,7.5,70,Mature,"Quercussp.
"
"Hendon(A)
",Osidge Jmi School,3,70,Mature,"Tiliasp.
"
"Hendon(A)
",Osidge Jmi School,7.5,35,Mature,"Prunussp.
"
"Hendon(A)
",Osidge Jmi School,3,55,Mature,"AesculushippocastanumDigitata
"
"Hendon(A)
",Osidge Jmi School,7.5,55,Mature,"Tiliasp.
"
"Hendon(A)
",Osidge Jmi School,7.5,25,Mature,"Malussp.
"
"Hendon(A)
",Osidge Jmi School,3,45,Mature,"AesculushippocastanumDigitata
"
"Hendon(A)
",Osidge Jmi School,7.5,45,Mature,"Quercussp.
"
"Hendon(A)
",Osidge Jmi School,7.5,55,Mature,"Quercussp.
"
"Hendon(A)
",Osidge Jmi School,7.5,70,Mature,"Aesculushippocastanum
"
"Hendon(A)
",Osidge Jmi School,7.5,55,Mature,"Quercussp.
"
"Hendon(A)
",Osidge Jmi School,7.5,115,Mature,"Quercussp.
"
"Hendon(A)
",Osidge Jmi School,7.5,45,Mature,"Tiliasp.
"
"Hendon(A)
",Osidge Jmi School,12.5,85,Mature,"AesculushippocastanumDigitata
"
"Hendon(A)
",Osidge Jmi School,17.5,115,Mature,"Quercuscerris
"
"Hendon(A)
",Osidge Jmi School,7.5,55,Mature,"Tiliasp.
"
"Hendon(A)
",Osidge Jmi School,7.5,45,Mature,"Tiliasp.
"
"Hendon(A)
",Osidge Jmi School,7.5,35,Semi-Mature,"Quercuspalustris
"
"Hendon(A)
",Osidge Jmi School,7.5,35,Mature,"Prunussp.
"
"Hendon(A)
",St Pauls C Of E,7.5,25,Mature,"SorbusariaLutescens
"
"Hendon(A)
",St Pauls C Of E,3,15,Semi-Mature,"Betulapendula
"
"Hendon(A)
",St Pauls C Of E,3,15,Mature,"Chamaecyparislawsoniana
"
"Hendon(A)
",St Pauls C Of E,3,45,Semi-Mature,"Chamaecyparislawsoniana
"
"Hendon(A)
",St Pauls C Of E,3,10,Early Mature,"Betulasp.
"
"Hendon(A)
",St Pauls C Of E,3,20,Early Mature,"Betulasp.
"
"Hendon(A)
",St Pauls C Of E,3,5,Young,"Betulasp.
"
"Hendon(A)
",St Pauls C Of E,3,15,Early Mature,"Betulasp.
"
"Hendon(A)
",St Pauls C Of E,3,15,Semi-Mature,"Betulasp.
"
"Hendon(A)
",St Pauls C Of E,3,10,Early Mature,"Betulasp.
"
"Hendon(A)
",St Pauls C Of E,3,7,Early Mature,"Prunuspadus
"
"Hendon(A)
",St Pauls C Of E,3,7,Early Mature,"Prunuspadus
"
"Hendon(A)
",St Pauls C Of E,3,10,Early Mature,"Fraxinusexcelsior
"
"Hendon(A)
",St Pauls C Of E,3,35,Semi-Mature,"Populusspecies
"
"Hendon(A)
",St Pauls C Of E,3,5,Young,"Prunussp.
"
"Hendon(A)
",St Pauls C Of E,3,10,Early Mature,"Acercampestre
"
"Hendon(A)
",St Pauls C Of E,7.5,35,Mature,"Populusalba
"
"Hendon(A)
",St Pauls C Of E,3,7,Young,"Betulasp.
"
"Hendon(A)
",St Pauls C Of E,3,5,Young,"Malussp.
"
"Hendon(A)
",St Pauls C Of E,3,35,Semi-Mature,"Castaneasativa
"
"Hendon(A)
",St Pauls C Of E,3,15,Semi-Mature,"CupressocyparisLeylandii
"
"Hendon(A)
",St Pauls C Of E,7.5,25,Mature,"Prunusavium
"
"Hendon(A)
",St Pauls C Of E,3,5,Young,"BetulapendulaTristis
"
"Hendon(A)
",Barnfield School,0,7,Young,"OtherBroadleaf
"
"Hendon(A)
",Barnfield School,12.5,45,Mature,"Quercussp.
"
"Hendon(A)
",Barnfield School,3,20,Semi-Mature,"Prunussp.
"
"Hendon(A)
",Barnfield School,3,20,Semi-Mature,"Acersaccharinum
"
"Hendon(A)
",Goldbeaters Primary School,3,15,Early,"
"
"Hendon(A)
",Goldbeaters Primary School,0,8,,"
"
"Hendon(A)
",Menora Primary School,12.5,100,Mature,"Quercusrobur
"
"Hendon(A)
",Menora Primary School,7.5,55,Mature,"Pyrussp.
"
"Hendon(A)
",Menora Primary School,7.5,35,Semi-Mature,"FraxinusexcelsiorPendula
"
"Hendon(A)
",The Annunciation Infant School,0,8,,"Fraxinusexcelsior
"
"Hendon(A)
",The Annunciation Infant School,0,8,,"
"
"Hendon(A)
",Woodcroft Junior And,3,35,Mature,"OtherConifer
"
"Hendon(A)
",Woodcroft Junior And,3,35,Mature,"OtherConifer
"
"Hendon(A)
",Woodcroft Junior And,3,25,Early Mature,"Betulapendula
"
"Hendon(A)
",Woodcroft Junior And,0,8,,"OtherConifer
"
"Hendon(A)
",Woodcroft Junior And,0,8,,"
"
"Hendon(A)
",All Saints Primary School,7.5,70,Over-Mature,"Fraxinusexcelsior
"
"Hendon(A)
",All Saints Primary School,7.5,35,Semi-Mature,"Tiliasp.
"
"Hendon(A)
",St Agnes Rc School,7.5,35,Semi-Mature,"Acerpsuedoplatanus
"
"Hendon(A)
",St Agnes Rc School,7.5,8,Semi-Mature,"Tiliasp.
"
"Hendon(A)
",Beis Yaakov Primary School,7.5,25,Semi-Mature,"CupressocyparisLeylandii
"
"Hendon(A)
",Beis Yaakov Primary School,3,15,Early Mature,"Ulmusprocera
"
"Hendon(A)
",Beis Yaakov Primary School,3,20,Mature,"Acerplatanoides
"
"Hendon(A)
",Beis Yaakov Primary School,3,20,Mature,"Fraxinusexcelsior
"
"Hendon(A)
",Beis Yaakov Primary School,7.5,25,Mature,"Fraxinusexcelsior
"
"Hendon(A)
",Beis Yaakov Primary School,3,7,Early Mature,"
"
"Hendon(A)
",Blessed Dominic,7.5,25,Semi-Mature,"Tiliasp.
"
"Hendon(A)
",Catholic High School,3,35,Early Mature,"Salixsp.
"
"Hendon(A)
",Catholic High School,3,20,Early Mature,"Salixsp.
"
"Hendon(A)
",Catholic High School,3,35,Early Mature,"Salixsp.
"
"Hendon(A)
",Catholic High School,7.5,25,Early Mature,"FraxinusoxycarpaRaywood
"
"Hendon(A)
",Catholic High School,7.5,35,Early Mature,"Salixsp.
"
"Hendon(A)
",Catholic High School,0,15,Early,"
"
"Hendon(A)
",Catholic High School,3,25,Early,"Fraxinusexcelsior
"
"Hendon(A)
",Colindale Primary School,12.5,55,Semi-Mature,"EucalyptusGunnii
"
"Hendon(A)
",Colindale Primary School,7.5,20,Early Mature,"Tiliasp.
"
"Hendon(A)
",Colindale Primary School,7.5,70,Mature,"FraxinusexcelsiorPendula
"
"Hendon(A)
",Colindale Primary School,7.5,25,Mature,"Malussp.
"
"Hendon(A)
",Colindale Primary School,3,7,Early,"Gleditsiatriacanthos
"
"Hendon(A)
",Colindale Primary School,3,10,Early,"Malussp.
"
"Hendon(A)
",Colindale Primary School,7.5,45,Semi-Mature,"Liquidamberstyraciflua
"
"Hendon(A)
",Colindale Primary School,7.5,35,Semi-Mature,"LiquidambarstyracifluaWorplesdon
"
"Hendon(A)
",Colindale Primary School,7.5,35,Mature,"PrunuscerasiferaNigra
"
"Hendon(A)
",Colindale Primary School,7.5,45,Semi-Mature,"Acerpsuedoplatanus
"
"Hendon(A)
",Colindale Primary School,3,15,Early Mature,"OtherBroadleaf
"
"Hendon(A)
",Colindale Primary School,3,15,Early Mature,"OtherBroadleaf
"
"Hendon(A)
",Colindale Primary School,7.5,35,Semi-Mature,"Acerpsuedoplatanus
"
"Hendon(A)
",Colindale Primary School,0,10,Early,"Prunussp.
"
"Hendon(A)
",Colindale Primary School,7.5,35,Mature,"CarpinusbetulusFastigiata
"
"Hendon(A)
",Colindale Primary School,7.5,25,Mature,"CarpinusbetulusFastigiata
"
"Hendon(A)
",Log Cabin Nursery,3,10,Early,"OtherBroadleaf
"
"Hendon(A)
",Log Cabin Nursery,7.5,25,Semi-Mature,"Platanusxhispanica
"
"Hendon(A)
",The Orion School,3,15,Early Mature,"SambucusNigra
"
"Hendon(A)
",The Orion School,3,5,Young,"Fraxinusexcelsior
"
"Hendon(A)
",The Orion School,0,7,Young,"Salixsp.
"
"Hendon(A)
",The Orion School,0,7,Young,"EucalyptusGunnii
"
"Hendon(A)
",The Orion School,0,15,Semi-Mature,"Malussp.
"
"Hendon(A)
",The Orion School,0,15,Semi-Mature,"Quercusrobur
"
"Hendon(A)
",The Orion School,0,10,Semi-Mature,"Betulasp.
"
"Hendon(A)
",The Orion School,0,1,Young,"Betulasp.
"
"Hendon(A)
",The Orion School,0,10,Early Mature,"Betulasp.
"
"Hendon(A)
",The Orion School,0,5,Young,"Betulasp.
"
"Hendon(A)
",The Orion School,0,10,Early,"Cotoneaster
"
"Hendon(A)
",The Orion School,0,10,Early,"Prunuskanzan
"
"Hendon(A)
",The Orion School,0,20,Early Mature,"Liquidamberstyraciflua
"
"Hendon(A)
",The Orion School,3,7,Young,"Prunussp.
"
"Hendon(A)
",The Orion School,0,1,Young,"Salixsp.
"
"Hendon(A)
",The Orion School,0,5,Young,"Crataeguscrusgallii
"
"Hendon(A)
",The Orion School,3,15,Early Mature,"Acerpsuedoplatanus
"
"Hendon(A)
",The Orion School,3,5,Young,"OtherBroadleaf
"
"Hendon(A)
",The Orion School,7.5,35,Semi-Mature,"Betulasp.
"
"Hendon(A)
",The Orion School,7.5,20,Semi-Mature,"
"
"Hendon(A)
",The Orion School,7.5,20,Semi-Mature,"
"
"Hendon(A)
",The Orion School,7.5,35,Mature,"
"
"Hendon(A)
",The Orion School,7.5,15,Semi-Mature,"Prunussp.
"
"Hendon(A)
",The Orion School,3,20,Semi-Mature,"Prunussp.
"
"Hendon(A)
",The Orion School,7.5,20,Semi-Mature,"Prunussp.
"
"Hendon(A)
",The Orion School,7.5,25,Mature,"Prunussp.
"
"Hendon(A)
",Wingfield Day Nursery,6.5,40,Semi-Mature,"Betulapendula
"
"Hendon(A)
",Wingfield Day Nursery,8.5,43,Semi-Mature,"Fraxinusexcelsior
"
"Hendon(A)
",Wingfield Day Nursery,7.5,37,Semi-Mature,"Fraxinusexcelsior
"
"Hendon(A)
",Wingfield Day Nursery,3.5,19,Early Mature,"PrunuscerasiferaNigra
"
"Hendon(A)
",Wingfield Day Nursery,8,33,Mature,"CrataegusxprunifoliaSplendens
"
"Hendon(A)
",Wingfield Day Nursery,3.5,10,Young,"Cupressusmacrocarpa
"
"Hendon(A)
",Wingfield Day Nursery,8,19,Semi-Mature,"VariousBroadleaf
"
"Hendon(A)
",Wingfield Day Nursery,5,30,Semi-Mature,"PrunuscerasiferaNigra
"
"Hendon(A)
",Wingfield Day Nursery,3,8,Early,"Acerpalmatum
"
"Hendon(A)
",Wingfield Day Nursery,3.5,6,Young,"Davidiainvolucrata
"
"Hendon(A)
",Coppetts Wood Primary School,3,20,Mature,"Malussp.
"
"Hendon(A)
",Coppetts Wood Primary School,3,35,Mature,"Betulapendula
"
"Hendon(A)
",Coppetts Wood Primary School,3,20,Mature,"Betulapendula
"
"Hendon(A)
",Coppetts Wood Primary School,3,25,Mature,"Betulapendula
"
"Hendon(A)
",Coppetts Wood Primary School,3,20,Mature,"EucalyptusGunnii
"
"Hendon(A)
",Coppetts Wood Primary School,3,25,Mature,"EucalyptusGunnii
"
"Hendon(A)
",Coppetts Wood Primary School,3,35,Mature,"Betulapendula
"
"Hendon(A)
",Coppetts Wood Primary School,3,25,Mature,"Betulapendula
"
"Hendon(A)
",Coppetts Wood Primary School,7.5,25,Mature,"Malussp.
"
"Hendon(A)
",Coppetts Wood Primary School,3,20,Semi-Mature,"Acerpsuedoplatanus
"
"Hendon(A)
",Coppetts Wood Primary School,3,15,Mature,"Malussp.
"
"Hendon(A)
",Coppetts Wood Primary School,7.5,25,Semi-Mature,"Quercussp.
"
"Hendon(A)
",Coppetts Wood Primary School,3,25,Semi-Mature,"Acerplatanoides
"
"Hendon(A)
",Coppetts Wood Primary School,3,15,Early Mature,"Alnuscordata
"
"Hendon(A)
",Coppetts Wood Primary School,3,25,Mature,"Malussp.
"
"Hendon(A)
",Coppetts Wood Primary School,3,25,Mature,"Malussp.
"
"Hendon(A)
",Coppetts Wood Primary School,3,25,Semi-Mature,"Malussp.
"
